compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
1.625,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Male,Baby Boomers (1946-1964),False,False,Corporate Website,True,True,Development,M6,IT - Product Management - Senior Director,2.367,Singapore,Director,APAC,IT - Product Management,02-05 Years,307200,60.0
0.998,At Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P3,IT - Product Development - P3 Business Analytics,7.047,Paris,Individual Contributor,EMEA,IT - Product Development,05-10 Years,61900,31.0
0.735,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Female,Generation Z (1997 and onwards),True,True,Recruiter,False,False,Development,P1,IT - Product Development - P1 Business Analytics,1.488,San Francisco,Individual Contributor,AMER,IT - Product Development,01-02 Years,40400,25.0
1.018,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Business Analytics,2.608,London,Individual Contributor,EMEA,IT - Product Development,02-05 Years,63100,31.0
1.588,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,American Indian or Alaska Native,Female,Baby Boomers (1946-1964),False,False,Referral,True,True,Development,M6,IT - Product Management - Senior Director,1.077,Toronto,Director,AMER,IT - Product Management,01-02 Years,428700,62.0
1.034,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,0.849,Toronto,Individual Contributor,AMER,Sales - Direct Sales,00-01 Years,80100,29.0
1.462,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,29.712,Toronto,Vice President,AMER,Executive Management,15+ Years,223000,53.0
0.803,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation X (1965-1980),False,False,Referral,False,True,Development,M3,IT - Product Management - Manager,21.463,San Francisco,Manager,AMER,IT - Product Management,15+ Years,146500,53.0
1.404,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,3.471,Calgary,Individual Contributor,AMER,Legal - Corporate,02-05 Years,108800,30.0
1.273,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Female,Generation X (1965-1980),False,False,Linkedin,False,False,Development,P5,IT - Product Development - Principal Software Engineer,3.507,London,Manager,EMEA,IT - Product Development,02-05 Years,155300,45.0
1.564,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Black or African American,Female,Generation X (1965-1980),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,20.016,San Francisco,Individual Contributor,AMER,Human Resources,15+ Years,238500,49.0
1.076,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,14.575,Paris,Vice President,EMEA,Board Management,10-15 Years,94700,36.0
0.83,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,6.159,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,05-10 Years,56000,29.0
1.294,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,6.975,Seoul,Individual Contributor,APAC,Sales - Direct Sales,05-10 Years,70200,33.0
1.368,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Black or African American,Female,Generation X (1965-1980),False,False,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,28.479,Incheon,Executive Vice President,APAC,Board Management,15+ Years,406900,51.0
1.312,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,12.436,Busan,Individual Contributor,APAC,Human Resources,10-15 Years,101000,34.0
0.785,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Hispanic,Male,Generation X (1965-1980),False,False,Corporate Website,False,True,Finance,M3,FA - Management - Manager,17.151,Calgary,Manager,AMER,FA - Management,15+ Years,143200,50.0
1.063,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,2.718,San Francisco,Individual Contributor,AMER,IT - Product Development,02-05 Years,82400,29.0
1.155,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,8.414,London,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,140900,50.0
1.127,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,8.353,New York,Individual Contributor,AMER,FA - Accounting,05-10 Years,171800,39.0
1.397,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Baby Boomers (1946-1964),False,False,Referral,True,True,Executive,M8,Executive Management - Executive Vice President,22.507,San Francisco,Executive Vice President,AMER,Executive Management,15+ Years,593700,61.0
1.388,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Business Analytics,12.373,Calgary,Individual Contributor,AMER,IT - Product Development,10-15 Years,107600,34.0
1.405,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,11.153,San Francisco,Vice President,AMER,Board Management,10-15 Years,154600,36.0
0.905,Below Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,3.236,Paris,Individual Contributor,EMEA,Legal - Corporate,02-05 Years,56100,31.0
1.408,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Male,Baby Boomers (1946-1964),False,False,Corporate Website,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,22.581,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,15+ Years,214700,62.0
1.23,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,11.0,Seoul,Individual Contributor,APAC,FA - Accounting,10-15 Years,94700,36.0
1.022,At Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,11.441,Paris,Individual Contributor,EMEA,Sales - Direct Sales,10-15 Years,89900,36.0
1.246,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,13.121,Montreal,Individual Contributor,AMER,Sales - Direct Sales,10-15 Years,137100,34.0
0.826,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Asian,Female,Generation Z (1997 and onwards),True,False,Internal,False,False,Sales,P1,Sales - Inside Sales - P1 Inside Sales Representative,0.285,Seoul,Individual Contributor,APAC,Sales - Inside Sales,00-01 Years,31800,23.0
1.28,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,White,Female,Generation X (1965-1980),True,False,Agency,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,3.91,Toronto,Individual Contributor,AMER,FA - Accounting,02-05 Years,195200,53.0
1.236,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior Software Engineer,9.882,San Francisco,Individual Contributor,AMER,IT - Product Development,05-10 Years,136000,37.0
1.031,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,1.564,Paris,Individual Contributor,EMEA,Sales - Direct Sales,01-02 Years,55700,26.0
1.321,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,8.068,Calgary,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,102400,30.0
0.849,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Development,P2,IT - Product Development - P2 Data Scientist,0.63,Singapore,Individual Contributor,APAC,IT - Product Development,00-01 Years,40100,27.0
1.277,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,1.101,Toronto,Individual Contributor,AMER,Human Resources,01-02 Years,99000,33.0
1.133,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P3,IT - Product Development - P3 Business Analytics,8.926,New York,Individual Contributor,AMER,IT - Product Development,05-10 Years,87800,32.0
1.271,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,Asian,Female,Generation X (1965-1980),True,False,Internal,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,6.885,Toulouse,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,155100,52.0
0.835,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,3.263,London,Individual Contributor,EMEA,Sales - Inside Sales,02-05 Years,45100,27.0
1.083,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Executive,P4,Executive Management - Senior Operations Executive,4.301,Incheon,Vice President,APAC,Executive Management,02-05 Years,83400,34.0
1.148,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,4.184,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,89000,29.0
1.397,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,17.342,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,15+ Years,213100,40.0
0.913,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Development,P3,IT - Product Development - P3 Business Analytics,1.57,Paris,Individual Contributor,EMEA,IT - Product Development,01-02 Years,56600,31.0
1.4,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,True,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,11.315,Toronto,Vice President,AMER,Board Management,10-15 Years,154000,33.0
1.183,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,Asian,Male,Generation X (1965-1980),False,False,Agency,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,20.378,Singapore,Individual Contributor,APAC,FA - Accounting,15+ Years,126300,53.0
1.273,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,Black or African American,Male,Generation X (1965-1980),True,True,Referral,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,0.518,New York,Individual Contributor,AMER,FA - Accounting,00-01 Years,194200,58.0
1.092,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,6.485,London,Individual Contributor,EMEA,Human Resources,05-10 Years,67700,32.0
0.816,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Hispanic,Female,Generation Z (1997 and onwards),False,True,Recruiter,False,False,Development,P1,IT - Product Development - P1 Software Engineer,0.205,Montreal,Individual Contributor,AMER,IT - Product Development,00-01 Years,44900,22.0
1.335,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,9.542,San Francisco,Individual Contributor,AMER,FA - Accounting,05-10 Years,103500,32.0
